step,customer,age,gender,merchant,category,amount,fraud,log_amount,cust_tx_count_1d,cust_tx_count_7d,cust_median_amt_7d,amount_over_cust_median_7d,cust_unique_merchants_30d,first_time_pair,time_since_last_pair_tx,mch_tx_count_1d,mch_unique_customers_7d
29,'C656851338','2','F','M348934600','es_transportation',16.69,0,2.872999508171694,24,27,28.86,0.5783088779248517,4,0,1.0,24,169
29,'C1569939854','6','F','M348934600','es_transportation',55.5,0,4.034240638152395,24,28,38.54,1.440061899309315,2,0,1.0,24,169
29,'C893284971','4','M','M348934600','es_transportation',28.21,0,3.37451111639965,24,27,28.35,0.9950613774033942,3,0,1.0,24,169
29,'C1501124312','4','M','M348934600','es_transportation',2.09,0,1.128171090909654,24,28,28.395,0.0736044819142518,1,0,1.0,24,168
29,'C1314685160','1','M','M348934600','es_transportation',27.07,0,3.334701390373791,24,27,16.2,1.670986622847764,2,0,1.0,24,168
29,'C563092648','6','F','M349281107','es_fashion',75.09,0,4.331916850188431,24,28,35.665,2.105424896838666,7,0,10.0,24,160
29,'C1932334304','5','F','M348934600','es_transportation',44.29,0,3.813086257568123,24,25,33.25,1.332029674577541,6,1,,24,168
29,'C563092648','6','F','M1600850729','es_fashion',44.33,0,3.813969064952758,24,29,36.97,1.199080011068431,8,1,,24,169
29,'C1954474578','2','M','M348934600','es_transportation',19.54,0,3.022374204500412,24,27,24.81,0.7875853335004702,3,0,1.0,24,168
29,'C671392477','4','F','M348934600','es_transportation',7.07,0,2.088153482281857,24,31,16.24,0.4353445595168969,6,0,1.0,24,168
29,'C1922157108','2','F','M348934600','es_transportation',41.52,0,3.749974553473747,24,28,22.935,1.810332762008824,1,0,1.0,24,168
29,'C429242189','1','F','M348934600','es_transportation',31.46,0,3.480008562086445,24,25,31.46,0.9999996821361468,4,0,1.0,24,168
29,'C404247926','5','F','M348934600','es_transportation',1.98,0,1.091923300517313,24,27,29.81,0.066420641925313,3,0,1.0,24,168
29,'C1082462651','3','F','M1823072687','es_transportation',49.64,0,3.924741777835921,24,25,19.63,2.52878118757963,6,0,1.0,24,169
29,'C1216409727','3','F','M348934600','es_transportation',1.6,0,0.9555114450274363,24,26,22.395,0.071444486963837,3,0,2.0,24,168
29,'C1629765833','2','F','M348934600','es_transportation',50.39,0,3.939443601004138,24,30,33.455,1.506201911163679,3,0,1.0,24,168
29,'C895429374','2','F','M348934600','es_transportation',33.31,0,3.535436856870358,24,27,22.33,1.491714513338776,3,0,1.0,24,168
29,'C1864768620','2','F','M1823072687','es_transportation',40.36,0,3.722314230200173,24,30,15.815,2.552005974071468,4,0,1.0,24,169
29,'C1975392482','2','F','M1823072687','es_transportation',41.36,0,3.746204520733206,24,28,15.51,2.666664947346907,4,0,1.0,24,169
29,'C1275053057','1','F','M1823072687','es_transportation',39.47,0,3.700560958887774,18,18,37.395,1.055488419444198,6,0,2.0,24,169
29,'C1750835738','5','F','M1823072687','es_transportation',41.89,0,3.758638698528789,24,30,20.75,2.018794207810021,5,0,1.0,24,169
29,'C2095429384','2','F','M1823072687','es_transportation',36.57,0,3.626205859585878,24,30,30.29,1.207328752945278,5,0,1.0,24,169
29,'C39890933','5','M','M1823072687','es_transportation',31.74,0,3.488597571942988,24,28,27.975,1.134584044831441,3,0,2.0,24,169
29,'C2016264883','1','M','M1823072687','es_transportation',15.07,0,2.776954179749421,24,28,38.34,0.393061973640591,2,0,1.0,24,169
29,'C615281750','3','F','M348934600','es_transportation',49.19,0,3.915815803666842,22,22,31.95,1.539592632365373,9,0,1.0,24,168
29,'C259132706','6','F','M85975013','es_food',36.51,0,3.624607564093796,24,30,34.075,1.071459700231929,6,1,,24,163
29,'C671524709','5','F','M1823072687','es_transportation',28.86,0,3.396519792111044,24,31,25.31,1.14026031597775,4,0,1.0,24,169
29,'C830053540','3','F','M348934600','es_transportation',42.14,0,3.76445064096101,24,28,32.805,1.284559888870633,5,0,1.0,24,168
29,'C1048588440','6','M','M1823072687','es_transportation',13.98,0,2.706715978089073,24,26,24.735,0.5651907963651521,3,0,2.0,24,169
29,'C1587738251','3','F','M1823072687','es_transportation',28.63,0,3.388787361585474,24,28,34.095,0.8397123215391342,4,0,2.0,24,169
29,'C1710930627','2','F','M348934600','es_transportation',10.47,0,2.439734931141279,24,29,30.28,0.3457726731265941,6,0,1.0,24,168
29,'C1718318682','1','F','M85975013','es_food',43.52,0,3.795938526407344,24,30,30.375,1.432756729956632,3,0,26.0,24,163
29,'C1921248691','0','F','M348934600','es_transportation',15.51,0,2.803966257932037,24,25,20.15,0.7697266651480571,4,0,1.0,24,168
29,'C1382187685','1','F','M85975013','es_food',37.2,0,3.642835515612529,24,30,36.15000000000001,1.029045358493677,7,1,,24,163
29,'C1342037956','5','F','M348934600','es_transportation',14.43,0,2.736313666375069,24,25,19.46,0.7415206878105407,2,0,1.0,24,168
29,'C1870926183','4','M','M348934600','es_transportation',43.31,0,3.791210385211398,24,28,26.32,1.645516092129145,3,0,2.0,24,168
29,'C607062277','3','M','M480139044','es_health',274.63,0,5.619059386626141,3,3,131.9,2.082107499461145,3,1,,24,149
29,'C470079617','5','F','M348934600','es_transportation',10.55,0,2.446685436967803,24,27,23.24,0.4539584965755179,3,0,2.0,24,168
29,'C289617636','2','M','M1823072687','es_transportation',46.57,0,3.86220231044419,24,26,21.46,2.170082865758217,2,0,1.0,24,169
29,'C1860775846','4','F','M348934600','es_transportation',33.0,0,3.526360524616162,24,27,25.47,1.295641422991196,4,0,1.0,24,168
29,'C1846274338','3','M','M1053599405','es_health',141.69,0,4.960674444942484,3,3,141.69,0.999999929423394,3,1,,24,158
29,'C396716441','5','F','M348934600','es_transportation',2.48,0,1.247032293786383,24,28,33.145,0.0748227259548269,1,0,2.0,24,168
29,'C1303226190','1','F','M1823072687','es_transportation',24.99,0,3.257711848653399,24,29,24.74,1.010104684678786,4,0,1.0,24,169
29,'C1956908177','2','M','M1823072687','es_transportation',10.13,0,2.409644165287454,17,17,22.11,0.4581635196003983,6,0,1.0,24,169
29,'C1154612561','1','M','M1823072687','es_transportation',42.06,0,3.762594491936217,24,28,27.65,1.521156773541854,5,0,1.0,24,169
29,'C914285365','4','M','M348934600','es_transportation',36.04,0,3.611998409777978,24,30,28.715,1.25509271980055,4,0,1.0,24,168
29,'C1846080029','1','M','M1823072687','es_transportation',8.29,0,2.228938552825747,24,28,27.29,0.3037741649783199,5,0,1.0,24,168
29,'C1441133487','1','M','M348934600','es_transportation',29.74,0,3.42556473811045,24,25,27.0,1.101481073525528,2,0,2.0,24,168
29,'C638917294','2','M','M348934600','es_transportation',5.23,0,1.829376332799362,23,23,18.26,0.2864182440206769,1,0,1.0,24,168
29,'C957324981','4','M','M348934600','es_transportation',44.43,0,3.816172679771312,24,26,20.825,2.13349237287281,3,0,1.0,24,167
29,'C1998442183','3','F','M1053599405','es_health',52.78,0,3.984901650840718,24,27,23.95,2.203756908660999,7,1,,24,159
29,'C46234453','3','F','M85975013','es_food',23.61,0,3.203152864402965,24,27,23.61,0.999999576450836,5,1,,24,163
29,'C892943299','3','F','M348934600','es_transportation',34.66,0,3.574029612434994,13,13,34.66,0.9999997114830608,5,0,1.0,24,167
29,'C1934886086','5','M','M1823072687','es_transportation',22.98,0,3.177220149599368,24,28,34.855,0.6593026368375736,6,0,2.0,24,168
29,'C332229910','4','F','M348934600','es_transportation',24.57,0,3.241419789303095,24,24,27.865,0.8817509844783834,8,0,1.0,24,167
29,'C861856179','1','M','M348934600','es_transportation',69.53,0,4.256038151220088,24,29,26.21,2.652803261044158,3,0,1.0,24,167
29,'C779872024','3','M','M1823072687','es_transportation',25.14,0,3.263466708196076,24,30,37.49,0.6705786421502687,5,0,1.0,24,168
29,'C841616397','2','M','M1823072687','es_transportation',30.96,0,3.464485120898074,24,28,31.015,0.9982263426644068,2,0,1.0,24,168
29,'C1366869967','5','M','M1823072687','es_transportation',23.22,0,3.187178738124946,24,30,29.47,0.7879196511979467,6,0,1.0,24,168
29,'C1933962406','2','F','M348934600','es_transportation',17.62,0,2.924236271848921,21,21,29.45,0.5983020039721549,3,0,1.0,24,167
29,'C1257820473','3','M','M85975013','es_food',5.94,0,1.937301774518713,24,28,19.88,0.2987926062411438,6,0,2.0,24,162
29,'C1991822900','3','F','M1823072687','es_transportation',2.37,0,1.21491274436427,21,21,20.88,0.1135056927654728,6,0,1.0,24,168
29,'C1180570487','6','F','M348934600','es_transportation',2.15,0,1.147402452837542,24,26,35.655,0.0603000812508536,5,0,1.0,24,167
29,'C803065678','1','M','M348934600','es_transportation',0.09,0,0.0861776962410523,24,27,22.44,0.0040106933998692,2,0,1.0,24,167
29,'C798268011','3','F','M1823072687','es_transportation',50.7,0,3.945457781514384,24,29,25.38,1.99763514671586,6,0,1.0,24,167
29,'C494777408','2','M','M85975013','es_food',11.5,0,2.525728644308256,24,30,27.58,0.4169686667988881,5,0,4.0,24,162
29,'C784613823','5','F','M348934600','es_transportation',16.01,0,2.83380140640777,24,26,30.095,0.5319818800525403,3,0,1.0,24,167
29,'C2037338028','2','M','M1823072687','es_transportation',31.29,0,3.474757584770184,20,20,29.395,1.064466383920264,3,0,1.0,24,167
29,'C1043944424','2','M','M348934600','es_transportation',25.58,0,3.280159053285099,17,17,24.17,1.058336343261753,4,0,1.0,24,167
29,'C96407618','4','F','M348934600','es_transportation',37.62,0,3.653770277000368,24,27,34.33,1.095834227837393,1,0,1.0,24,167
29,'C1910153505','2','M','M348934600','es_transportation',9.77,0,2.376764491168297,24,28,14.27,0.6846526386456632,2,0,1.0,24,166
29,'C1202857292','3','F','M1823072687','es_transportation',24.66,0,3.24493335918749,17,17,23.58,1.045801083205648,5,0,1.0,24,167
29,'C369805136','4','M','M348934600','es_transportation',56.33,0,4.048824046920291,24,26,26.64,2.114488695762502,3,0,1.0,24,166
29,'C1011693897','1','F','M348934600','es_transportation',16.25,0,2.847812143477369,24,30,32.68,0.4972458698758048,4,0,2.0,24,166
29,'C1632932485','1','M','M1823072687','es_transportation',9.6,0,2.360854001118021,24,30,26.715,0.3593485460046618,5,0,2.0,24,167
29,'C1267365709','3','F','M348934600','es_transportation',34.49,0,3.569250966658405,24,30,29.62,1.164415542060925,6,0,1.0,24,165
29,'C370861553','2','M','M1823072687','es_transportation',29.32,0,3.411807560774171,24,29,25.16,1.165341349228399,5,0,2.0,24,167
29,'C1535009453','4','F','M348934600','es_transportation',24.97,0,3.256942025674657,24,27,31.59,0.7904397624438865,2,0,2.0,24,165
29,'C1506066038','5','M','M1823072687','es_transportation',8.92,0,2.294552921296781,24,31,19.66,0.4537128923128727,4,0,1.0,24,167
29,'C1090604904','2','M','M1823072687','es_transportation',18.42,0,2.966303462863179,24,28,34.25,0.5378100619532666,3,0,1.0,24,167
29,'C688041542','2','M','M1823072687','es_transportation',30.1,0,3.437207819185188,24,28,21.1,1.426539608275067,3,0,1.0,24,167
29,'C384665757','3','F','M1053599405','es_health',35.95,0,3.609565647394211,24,29,21.2,1.695753917097209,3,1,,24,159
29,'C2057462116','1','M','M348934600','es_transportation',18.91,0,2.991222118076105,24,30,20.53,0.9210906375593582,2,0,1.0,24,164
29,'C786249459','4','M','M1823072687','es_transportation',8.05,0,2.202764757711835,24,27,21.01,0.383150698167207,3,0,1.0,24,167
29,'C395508103','2','F','M1823072687','es_transportation',14.53,0,2.742773637160596,24,28,23.6,0.6156777052213113,5,0,2.0,24,167
29,'C1951890364','3','F','M348934600','es_transportation',6.67,0,2.037316615379165,24,28,22.84,0.2920313957831017,2,0,1.0,24,164
29,'C864725258','5','F','M348934600','es_transportation',13.32,0,2.6616571615325,24,31,30.87,0.4314867406910461,5,0,2.0,24,164
29,'C949319027','2','M','M348934600','es_transportation',21.47,0,3.112181086197238,24,28,33.005,0.6505073017702463,4,0,1.0,24,164
29,'C1273564839','5','F','M855959430','es_hyper',40.2,0,3.718438256355481,24,27,25.35,1.585798191006631,3,1,,24,166
29,'C1415998962','2','F','M1823072687','es_transportation',3.68,0,1.543298109929555,24,30,26.67,0.137982700418935,5,0,1.0,24,166
29,'C369405043','4','M','M1823072687','es_transportation',12.22,0,2.58173083442354,24,27,22.98,0.5317665222948119,2,0,3.0,24,166
29,'C26716153','1','F','M348934600','es_transportation',3.5,0,1.504077396776274,24,25,24.6,0.1422763649283069,2,0,2.0,24,164
29,'C759940472','2','M','M348934600','es_transportation',31.68,0,3.486763269991802,24,28,30.385,1.042619370538302,2,0,2.0,24,164
29,'C1677202028','3','F','M1823072687','es_transportation',13.85,0,2.697999865248708,10,10,28.555,0.4850287217549565,5,0,1.0,24,166
29,'C1475317372','1','F','M1823072687','es_transportation',33.74,0,3.547891760812959,24,30,28.515,1.183236477911107,5,0,2.0,24,166
29,'C1549367339','4','F','M1649169323','es_sportsandtoys',95.52,0,4.569750240756831,24,28,20.54,4.650435905337924,8,1,,24,162
29,'C129386345','3','M','M1823072687','es_transportation',37.32,0,3.64597195310266,15,15,29.99,1.244414389991867,7,0,1.0,24,166
29,'C1039390058','4','M','M348934600','es_transportation',2.49,0,1.249901736214336,24,27,29.61,0.0840931833525216,2,0,1.0,24,164
29,'C1675884425','2','M','M348934600','es_transportation',38.94,0,3.687378327987669,24,29,27.88,1.396699642503715,4,0,1.0,24,164
29,'C87462443','1','M','M348934600','es_transportation',47.35,0,3.878466221899303,24,28,27.81,1.702624342817568,2,0,1.0,24,164
29,'C1375316332','1','F','M85975013','es_food',34.23,0,3.561897992353146,24,29,23.68,1.445523038208176,4,0,19.0,24,162
29,'C1850482225','4','M','M1198415165','es_wellnessandbeauty',133.22,0,4.899480244730094,8,8,139.855,0.9525579383963436,6,1,,24,152
29,'C886993530','3','M','M1823072687','es_transportation',21.24,0,3.101892469382382,24,30,21.585,0.9840162223691348,5,0,1.0,24,166
